Sl.no.,company_name,financial_health_revenue_growth,financial_health_profit_margins,financial_health_cash_flow,financial_health_debt_levels,financial_health_liquidity,market_position_market_share,market_position_competitive_advantage,market_position_brand_recognition,operational_efficiency_productivity,operational_efficiency_supply_chain_efficiency,operational_efficiency_cost_management,management_leadership_experience,management_leadership_vision_strategy,management_leadership_corporate_governance,customer_metrics_customer_satisfaction,customer_metrics_customer_retention,customer_metrics_market_reach,innovation_growth_RnD_investment,innovation_growth_product_pipeline,innovation_growth_scalability,human_resources_employee_satisfaction,human_resources_talent_acquisition,human_resources_training_development,risk_management_operational_risks,risk_management_compliance,risk_management_insurance,sustainability_social_environmental_impact,sustainability_social_social_responsibility,sustainability_social_ethical_practices,technology_digitalization_IT_infrastructure,technology_digitalization_digital_presence,technology_digitalization_cybersecurity,target
373,Pioneer Industries Co.,1.849986647,6.795995889,8.68946584,5.552674237,7.23243544,9.033024047,3.381715242,2.411314348,1.460351851,2.770193776,4.886263856,6.652274181,9.419707205,6.580012001,1.895466036,9.461618513,4.572004538,7.043606266,1.450580744,3.370272571,5.529055108,6.266982965,8.183990634,3.987156564,4.330031865,4.340567086,1.158089101,6.788607552,7.84451804,4.459051252,7.114229109,6.862603228,70.66562807
374,Dynamic Systems PLC,7.147060961,4.67860754,5.430500708,8.566327252,4.869379697,4.775031946,6.957720503,8.445719348,4.580140968,3.137349747,8.036018433,8.469456339,9.209868141,4.06200695,6.437565444,9.02866916,7.691898427,1.03923622,8.862704404,2.888782096,5.183057853,3.527949458,4.897670546,6.619824345,3.563203368,1.678194066,6.572871325,8.939911706,5.708602089,7.645524732,5.387748134,5.814143058,71.01163164
375,Innovative Systems Inc.,1.640697836,1.228477201,3.22507967,7.595213903,7.056699602,8.023289527,8.334457557,1.37723695,5.605367024,3.699078337,5.357557289,4.740650038,2.884135594,8.703326706,2.08864596,5.819697245,6.226634258,9.321859949,1.679990444,6.391893926,9.977623711,9.191995313,9.257722545,8.430478053,9.205788988,9.625137253,5.121184663,4.619354286,9.318139307,7.967940023,1.364675729,5.134117342,54.41412493
376,Elite Services LLC,3.870780673,2.405373376,8.836749111,5.880134849,3.478430568,5.2870216,8.002227188,4.772645883,5.349648565,6.785155635,8.146130052,3.324703862,1.354758266,4.912103335,1.708279077,5.892360174,4.493197729,2.012537199,3.220195868,1.800365705,5.441503277,3.736990066,5.051118454,9.430965546,7.758355542,4.915107347,6.104480917,1.599598786,8.425350196,6.463257889,6.905159239,9.16867858,60.09704323
377,Innovative Holdings AG,8.603877799,7.44375006,5.007747295,6.313129214,3.756821489,5.477858669,7.847661978,2.513832902,4.445056904,6.408509361,6.188400128,8.803104462,7.671778375,2.73555648,5.745798061,6.884001307,2.536842551,1.853958071,7.257870547,1.523509828,2.605584267,5.047528695,7.698733456,8.228117496,1.575308478,6.609317587,9.094054681,5.644457401,8.594964691,1.20418158,8.578349052,2.51091011,57.73376516
378,Modern Ventures LLP,1.209447422,6.930315477,5.633356185,5.575244922,8.100866439,2.842120982,2.689501651,8.913971941,8.552319473,7.264718754,4.078624912,7.023414626,8.448492352,2.719950604,4.625069806,4.483450107,3.041533921,3.997068697,4.685031439,4.350207657,5.617624806,5.893862103,5.202706682,4.840065826,7.432187045,6.996747908,9.729330162,4.11375239,7.057081909,9.379200512,7.482918496,1.0869964,74.08438843
379,Innovative Solutions PLC,8.330216343,1.243863933,4.233100325,3.677936062,5.017775648,6.320172729,1.795464523,6.013364619,2.307940232,4.262517861,8.289808693,5.032769386,9.710781094,7.918877626,6.299292431,6.825000551,6.179509166,4.362096574,8.886825729,7.485980091,8.32615062,1.902086904,3.050206801,6.714228118,5.745692198,5.918623378,6.710078258,7.050028425,3.741219524,7.176099521,8.469621271,1.659848069,76.46277705
380,NextGen Industries LLC,3.536692973,2.997749457,6.336557663,6.085197936,8.185423065,2.67522308,7.290539456,3.082425727,5.551270694,8.415978867,3.144607035,5.391101758,9.008527547,3.390288385,1.802999513,1.402915498,4.810949244,2.928700651,3.681818152,5.993260824,7.991742942,9.389455473,2.794151161,8.70669394,9.10781105,2.847317768,7.876500309,9.559296323,1.320668159,1.307759049,2.804585712,3.01034294,97.44700656
381,Tech Solutions LLP,2.063483449,3.079673169,2.471714853,7.199967718,8.401801363,3.984082292,4.315124924,5.521845584,1.558372753,2.83678895,3.019446818,2.838308211,6.404812914,7.905100547,4.878847566,1.486428646,5.63434758,6.266094948,1.10684212,4.805888216,8.097235886,4.370825372,4.828880748,5.415487195,3.816510556,7.796287451,1.754275901,5.370474862,9.420896165,8.369496093,8.999991457,1.299569943,53.66157521
382,Modern Works Co.,7.270634488,7.047034692,4.51973383,8.859906243,8.718061039,8.695271815,4.891116038,7.583377237,1.64040111,5.221366728,5.540526316,6.641223671,5.770471053,2.852985797,2.573080435,5.115073777,2.536096918,4.986226882,3.705900765,6.091764078,7.372214056,1.727012925,7.799451913,2.950179793,6.167457996,8.233767769,2.446440264,5.195712071,6.275083139,2.802395392,3.899741056,5.525593396,79.99339866
383,Innovative Enterprises Ltd.,6.660485621,1.17739484,9.724710901,6.726622186,9.249717123,2.863682283,1.280341835,9.62306208,6.164792647,8.208448494,3.347643214,4.228682595,1.250569461,3.895177318,9.883900773,5.94660071,6.966156271,1.307580301,6.202675443,4.289063362,3.287960462,4.485620563,6.445643367,2.527510958,5.506797473,5.976780274,7.598843245,6.891263202,3.68328674,6.212990706,1.120643328,3.826814097,76.32492637
384,Supreme Solutions AG,8.897248122,1.936977238,3.323200894,7.850093833,4.878866985,1.640424567,3.336188043,2.984014038,6.094165824,2.62142783,1.081783315,9.96080659,3.219908022,5.189382752,6.050351912,8.990358763,8.672848668,3.87686856,4.383445379,9.425317019,8.758756773,6.401822924,7.197663609,1.001419701,5.406048156,5.397050445,4.882289107,1.931477532,2.342215971,5.19970933,8.590524817,2.624347073,75.8116549
385,Prime Consulting Corp.,7.615639394,8.199244768,6.910629981,2.440644715,3.869801365,1.621068334,1.303087635,8.975635949,8.902301616,1.988768024,6.834677746,5.321651637,5.136532766,9.488762647,7.186931748,1.941945705,3.321455561,8.293896222,5.813854802,1.494144018,9.040991188,5.622874046,3.540937157,7.464141955,5.104948596,2.025443648,5.013687434,3.2815557,8.46570849,4.778549041,9.476391421,7.750756675,93.65796437
386,Global Solutions Inc. Ltd.,8.231328373,2.606901958,3.926710578,5.15401727,6.239788719,9.467060685,8.912671953,9.408737028,6.020863081,8.953155709,5.599844393,5.372970456,6.656535101,9.385582823,3.928764526,8.403831345,5.423628032,7.207313814,8.88938307,7.060523311,2.74737427,7.250877766,5.332918114,1.99987488,2.85066528,1.755564953,3.777469135,9.27081393,8.52868175,9.007423481,6.900023777,2.840061936,60.27692353
387,Tech Solutions Inc.,3.538311153,6.874714971,7.961258131,1.083984578,4.340551811,5.562283942,3.190570149,9.247784901,9.638119184,4.086366965,5.00966033,6.092666087,6.0152665,2.861846879,1.852650233,2.890426036,9.779745961,7.523837682,9.212365488,9.021543983,2.174100729,1.499355479,1.399557385,3.194551897,7.801389302,4.05608361,6.466207451,7.02948352,8.330571713,4.936251624,3.082929674,7.188445909,52.03866372
388,Modern Consulting Inc.,2.596955894,3.143645029,2.177862946,3.220109781,6.409667501,4.684708646,6.016034526,6.718729212,1.438253636,7.154831124,9.702716632,9.250804028,7.683723907,4.223971371,9.782837765,4.546752837,3.999175665,7.283052317,3.393766582,8.234962379,9.780444717,3.560865492,8.357791744,3.680886984,5.062024295,3.7976154,2.666485409,1.120996396,6.805744228,1.678097058,3.265700179,4.143384153,83.61357538
389,Innovative Ventures Co.,7.755532765,1.894972535,9.728389406,7.538155436,7.350272764,8.297907229,1.350813886,6.66838589,1.882069163,1.228137438,6.140792656,8.207362899,3.517902378,2.344594496,3.576331318,3.849421913,6.355417104,3.798757192,5.159264259,2.656369313,8.814915673,8.373075192,9.90902946,6.043418741,9.626646475,9.582908059,6.642246514,2.841629253,4.294138488,9.519748545,5.199335861,5.606449846,67.25787321
390,Tech Works Pvt. Ltd.,8.261512653,3.188549719,5.084105872,9.926289562,7.195645166,8.522433351,7.001626522,4.628895699,1.396592754,7.210421996,8.7708842,5.060170628,6.084573469,5.589865714,4.814273667,4.601397456,1.811761302,1.896975299,5.942296137,3.663337141,9.039125325,1.71904319,4.661911564,4.581615496,3.347275845,8.052604682,2.564189714,7.145535394,3.736632563,9.284817081,9.080479716,9.404803359,50.87949581
391,Prime Group Inc.,9.914546278,7.500402387,3.12445417,1.892602896,4.370975983,3.989719298,3.907246112,7.771580941,2.667491653,3.844911804,2.255052126,7.468293394,1.793280191,5.145242956,6.848775295,2.354459483,6.454135022,3.452204656,9.542012112,7.453431448,8.977387462,8.699373592,1.098672878,7.072065928,7.144694557,6.939318657,1.574434312,7.879592823,1.076992931,7.159894206,2.346378905,1.336164713,62.56870036
392,Global Systems PLC,4.713559092,8.701268213,1.661470726,4.613448843,2.501741815,7.242562517,9.081272683,5.781646165,5.871430998,1.501667682,6.122858168,6.276119489,4.722989712,9.106841462,1.222275679,5.53213067,1.80668596,8.486067702,9.987555872,1.758435033,5.875181416,1.827064829,2.528133756,1.500747934,9.466453717,5.658832801,3.973219198,8.558736154,8.502468028,5.211032753,8.433763026,5.502380567,65.46633871
393,Tech Services Ltd.,4.348162772,8.471978781,2.527821146,8.200638718,4.874764046,7.940105343,8.9930637,7.096942641,6.810149633,6.488314854,8.811816641,5.431303438,7.751447497,9.3700484,8.292332175,8.214783308,9.633118918,9.82423718,3.11866524,8.306755298,6.81761563,8.510087934,6.8727419,2.115452748,6.971124907,2.506307777,3.080263078,3.62959123,1.786894277,1.835735256,3.621725278,8.689806643,80.84191884
394,Prime Systems LLP,7.987716647,4.574651767,5.677965537,2.836320712,2.283347297,6.891856182,3.927615565,4.856121135,1.410266422,3.167234345,6.247951816,2.730841955,7.240607681,4.452106519,5.82920371,4.973806093,7.440963869,5.444623133,7.542818842,7.470162501,5.908265669,4.24709561,6.508713864,5.492903532,8.841456169,9.80611005,9.000924747,9.379257366,6.676794982,8.116733067,8.277275525,6.291768235,58.6292897
395,Innovative Group LLC,4.067231862,7.012766229,4.033028588,5.995764544,9.010873317,2.364355673,9.108648061,7.583468176,9.513738009,4.481265178,7.462127603,5.175426371,9.915784635,5.425641487,3.503954684,5.415522183,8.093438093,1.087303194,4.40227956,7.566459843,1.460857143,6.509881569,8.090782476,4.032683091,8.447328638,4.375366284,1.494581085,5.976522042,5.536674522,1.67930123,9.282440778,3.491834653,70.6527174
396,Global Works AG,9.37681593,2.844858659,8.459950293,7.597641664,4.112897147,8.882947752,9.965419061,8.420243658,8.57948839,1.725227311,4.34839211,3.212367283,3.501020134,9.066126242,1.554471868,8.638908268,7.336939247,2.260403309,1.072973772,1.902172332,7.709527768,2.375984041,3.284956099,3.662320265,4.241059439,1.962330422,2.589523233,7.268851201,5.74020423,1.617408864,4.847444848,4.579130216,74.12377222
397,Modern Systems LLC,8.725714767,3.638329572,4.877987713,6.543869052,2.390137725,5.851850975,8.428740977,2.317926309,3.669512339,2.32446926,1.832045653,9.233579349,5.483703693,8.26037027,2.462485739,7.354523032,6.307561325,3.898725178,1.083272702,7.459844903,5.5479883,1.595518496,7.87268724,1.603252711,6.401115459,5.444190061,5.93847645,6.370649765,9.340415608,5.836454582,4.285455887,7.122390659,72.96186957
398,Tech Group Co.,4.860946246,9.067022367,3.238428453,2.692222612,1.229029839,3.542251837,8.60384213,8.49636744,1.694687772,3.681795119,5.121102656,4.018661321,3.965773724,1.032906802,9.05530473,5.414089677,5.04921503,6.207268137,5.145094068,7.118363127,6.829381673,2.943443836,7.191856194,9.061472573,2.406352058,8.865982105,5.329604718,2.104660492,1.284535101,2.441154162,8.219991871,9.017307049,98.69703833
399,Global Ventures Inc.,7.75783961,1.117017312,6.554304879,4.198461118,6.812401477,4.827053669,3.241078625,5.862668786,2.528983659,1.807835505,4.550314518,9.570376131,4.965428027,3.880536078,7.174218015,3.319260834,8.725360418,1.675842812,5.395014217,8.478302417,5.523758245,2.150684361,3.905330479,7.226367275,5.819732944,8.985619016,1.412668165,9.668031934,7.960530022,1.069572406,5.765345941,1.369597364,52.27521189
400,Supreme Systems PLC,7.790885867,1.769576778,7.360994952,8.05412606,6.732120857,1.338139814,6.19032159,8.601993182,2.142499724,9.197436382,8.803541641,5.797497611,8.712551169,4.795968177,3.249115495,8.964340722,9.611521008,9.490215688,1.203127269,1.374363606,5.426301901,3.811653079,5.909393333,2.094563411,3.073797746,1.098693245,1.065271852,2.105880219,1.468471585,4.808020879,7.160041436,1.643849397,97.54840932
401,Elite Systems PLC,1.92811482,2.870976296,2.503377171,5.988038627,4.065437499,2.150801211,1.605303226,4.881715357,2.109554014,1.054423389,3.195957721,6.683899408,7.157881677,3.067446553,1.590406885,6.193183615,5.491325556,4.28575306,7.182346751,1.207996016,2.546101985,5.629449219,2.325464276,1.58541362,7.693631335,8.976661703,9.892611478,3.293937608,1.343382453,2.234955084,6.605463133,3.925463712,79.0968607
402,Elite Ventures Inc. Ltd.,9.12297616,1.238789835,2.508572947,1.047066522,1.645407,7.889920755,1.854261431,4.411364368,5.667055198,5.35474197,9.700608048,5.886464,8.941970722,2.796144543,7.215537811,2.990328491,9.383815442,9.213257961,3.646030497,4.357063899,3.508423436,6.298835172,5.073080531,9.773852801,5.752525797,3.443357957,6.929512303,8.322650922,4.868359283,2.444638738,2.375999611,3.09501716,89.78638575
403,Prime Ventures Pvt. Ltd.,5.547271352,2.632918916,1.330042842,7.84891684,4.686660054,1.000104713,9.990033508,9.235546593,3.212626982,2.109227123,9.623243078,2.164425553,2.831599975,1.340060559,6.151669534,3.422077774,6.24999619,8.024696225,6.039037914,2.339094555,2.429674227,8.108812966,8.930776056,7.130552954,4.701046264,1.350751276,4.288655178,6.567372654,1.567676569,1.692195749,8.603113243,3.384377976,71.5196309
404,Supreme Services Ltd.,8.438117195,6.247374049,7.627618136,1.317802194,3.800957456,4.749092456,3.939753245,3.260523408,4.223257449,3.769111805,3.228684788,4.382390971,8.860250061,6.790327526,4.64067572,8.2281978,5.845457682,7.798935453,3.708271658,6.025460298,2.760996661,6.906159039,4.790722418,4.75710464,3.419173866,8.630112433,5.233890229,8.543342488,8.102295562,2.845843784,2.761976003,2.991429988,72.69189406
405,NextGen Services Inc. Ltd.,3.880446409,4.792820955,6.974240749,7.711604045,7.094085758,5.70259163,7.733655208,8.597910928,9.905548,9.334536038,4.132467599,1.89231501,1.537860468,3.362592614,4.272503043,1.397310059,5.090344597,6.460476218,2.504208834,9.256140114,9.756796424,6.478824926,8.556100358,7.315579367,9.988286337,8.774800804,3.398951084,5.641625695,5.766067843,7.439357618,9.390539297,2.76242544,93.96632495
406,Innovative Works PLC,9.059709056,9.0340454,5.271677882,2.822325041,6.452013245,1.49170978,8.259985477,5.356185153,7.15882824,2.455250979,9.060001668,6.606586398,8.997393524,1.471124606,2.951328483,9.928829683,2.883589854,6.641054353,4.664563647,4.523317573,2.378021012,4.706038247,6.312280287,7.806986078,1.645394688,6.366079719,4.103864053,4.392939118,1.261349044,8.280345765,3.255141623,2.175615702,94.79672481
407,Modern Ventures Ltd.,4.502815109,8.356992056,8.597534041,9.622661321,4.281343554,9.757703467,8.722209439,5.626858983,9.540826003,9.692490877,9.699599988,5.021867757,3.961664015,3.078813795,7.026501309,2.173165117,1.033476947,6.742029117,3.090460283,8.604553395,3.423433819,5.264275915,2.726890418,8.019659821,1.392046125,6.169903816,6.841400205,9.296609496,1.364506178,5.072802796,7.604928759,9.405587186,61.93444407
408,NextGen Ventures Co.,1.097538863,4.076356165,8.251031377,4.311466762,2.961032988,3.035127981,9.978654677,3.776214533,2.283008995,2.852149393,4.990951926,8.001864744,3.831288701,8.217225576,9.73601225,8.164616729,3.173556042,6.658492483,5.813208792,1.002167871,6.31530692,4.730687465,6.229956202,5.300895751,2.955316604,8.318082454,8.94530619,1.326270858,6.514016768,5.558984343,3.561898541,2.297705175,59.96209393
409,Global Services PLC,9.148437788,3.334810901,6.26818928,3.942384547,9.892323695,3.737788477,3.173468367,6.157379806,4.439255273,7.674094976,3.888973411,2.984234329,5.60879719,8.663402635,2.581437213,4.552977851,5.587508544,5.983554083,2.789456773,2.516631791,6.491607186,8.579494271,5.553849962,4.868944823,9.739652128,8.076785974,2.657170208,8.705171983,8.255006359,1.293895311,3.860068677,2.839633973,74.81175869
410,Pioneer Holdings Inc.,1.821580091,4.417231674,8.814441525,2.339992453,5.086014591,3.73548261,1.363157442,3.926900766,5.99258623,5.920095384,5.734846119,2.481094526,9.46621169,5.347596207,6.37404958,5.42994565,4.41963957,9.877726166,5.57565379,1.273811857,2.385767168,3.070004073,4.587772017,1.099252758,9.813143515,9.010949261,8.563253548,3.077360067,4.940195781,1.623846352,3.790016675,3.216391516,95.01385136
411,Pioneer Consulting Pvt. Ltd.,3.873822738,6.312654483,2.85257089,3.750437939,7.194468122,3.073749959,4.700723662,1.353424728,1.690822557,8.960308548,7.189922857,4.656990079,1.430032282,4.744636034,4.817665502,8.925855197,5.036367052,7.590615107,2.416406634,3.953324625,8.143456832,1.051488384,2.076673956,9.339014036,6.894349613,5.974727028,2.094009666,8.63862695,5.991226044,3.318109531,7.731030286,9.397133858,66.11775467
412,Pioneer Group Ltd.,9.550557703,3.412572767,2.007276575,8.889856856,2.264976708,1.013264399,2.170726028,3.447987448,1.037686993,5.9859393,3.461270638,9.339268449,4.170078776,9.800683242,5.020198496,4.716200706,9.825833976,7.992517496,7.038772385,9.173706361,8.066825811,6.861879075,4.750377975,6.429770906,8.920960005,9.708823835,2.934930012,2.252769521,8.198465086,5.895085786,6.011336062,7.801427202,82.60073077
413,Dynamic Systems AG,9.555464322,6.617340171,3.427746504,9.967009039,5.370307297,7.564103147,1.201833002,1.057411391,7.033909004,5.811032972,7.628258572,7.393796335,8.709147898,2.805081936,3.287325521,5.837443783,4.152451336,8.852165336,7.78543916,1.872569112,3.135859338,2.822159653,1.654861386,2.828385435,2.925655578,9.965321478,1.334577592,6.221970673,6.494555566,7.655960339,8.946572103,8.107294873,85.40758439
414,Innovative Industries Pvt. Ltd.,6.160940993,4.68470487,1.513781705,4.314785775,1.247830479,9.701609498,4.243841444,9.805193084,6.776375651,2.759122003,1.464916214,4.770312623,4.564490297,2.938233546,8.426213881,1.443696962,5.069646454,2.940757865,1.993548108,6.457687991,3.597996724,9.011036227,1.888921463,9.276430775,9.748378848,2.04890149,2.267306759,8.992971271,3.022842139,6.445027552,3.766354473,1.942824336,88.93373324
415,Prime Systems Inc.,6.68653491,5.968424628,5.780525752,5.037495679,5.549096061,3.01864135,8.05364426,9.691724888,4.69709929,2.496064258,1.443650435,5.655449528,2.792412078,3.626804593,5.367300437,1.021127265,2.201639962,1.754237432,5.210221708,5.063463452,9.441890789,8.731416967,4.743248796,9.234387116,2.285063651,8.645893836,9.255728309,5.261856822,6.517468233,4.529150695,7.227932699,8.526788875,78.1962229
416,Prime Works AG,5.036009698,4.925138762,9.429451231,7.498638444,9.676156664,6.967424726,6.095626221,4.556397677,5.406796684,9.24840236,4.476589346,1.757917101,4.823147632,2.554815865,5.89065267,3.203198857,1.431619592,5.346049929,1.637845306,9.446213911,8.431043014,1.690546347,3.748433338,9.902657479,1.910126694,5.49840032,5.13494872,7.719100064,6.654515132,2.064916657,7.776537397,4.673737736,70.12275891
417,NextGen Services Co.,3.638896945,3.650191836,1.354091866,8.975762024,4.457860417,7.677066943,3.815001903,7.555337689,4.738987005,3.95054379,4.181258729,9.861183067,4.469972513,4.414290384,3.742848215,7.125247836,7.978685631,5.626726261,6.38364201,2.102672283,7.280173298,1.957495649,9.329898933,8.866509068,2.009903853,4.488097045,1.698992756,8.242044561,7.606962828,8.026959114,2.363339017,3.365407236,98.35079944
418,Global Consulting PLC,3.957980908,9.536079763,2.098989226,6.337399008,1.350964113,8.635828412,6.889078049,4.112254886,1.216045404,4.348740295,3.840698938,6.997665742,9.238745813,9.197508043,2.636276191,2.09138404,6.136148576,8.46263602,3.379638681,2.908250655,1.740098994,5.45654433,4.381352248,9.98005949,6.158151309,6.517650789,9.637541542,7.628447878,6.587867688,4.274074464,4.605304216,6.181750752,80.56653767
419,Prime Services LLP,7.052666105,7.872452147,5.069791255,4.523731284,1.278602118,4.803662773,3.088163623,7.039838414,4.018344456,7.838412926,5.419177864,3.568636616,7.857409382,6.538130566,1.773193494,2.023857629,7.846343254,4.994052214,5.748620112,1.265877718,4.764376728,6.483003965,7.820723099,3.202175693,8.028769606,1.503690015,8.91093077,9.327967632,9.723179174,7.62448613,5.345357449,8.399646152,86.42826058
420,Prime Group AG,7.771370765,2.261018582,9.404875158,4.713596568,4.49188084,3.726378151,1.129433015,8.248870387,2.593740299,4.049411342,3.886602241,6.272275548,5.546040002,4.707518938,7.427072268,4.698645472,2.34876519,6.13767723,5.657149084,4.905417247,6.033716849,3.474175037,5.772227737,8.580246267,4.300004601,5.558150069,7.792142688,5.021508075,2.775594778,5.616809577,4.201186509,8.00786936,67.24914228
421,Elite Works Corp.,8.124211394,8.816211783,3.845404945,7.260563318,2.440224428,3.927656206,7.879180478,9.520806202,1.885817702,9.56856202,2.730321266,1.985341295,9.8953351,9.409697151,2.766108535,6.830533347,6.146458941,5.743638447,9.319189116,3.500496096,2.686701592,7.45117945,7.336771018,8.407254779,9.80106389,8.83801513,9.401255128,2.558128952,9.559816116,7.647958482,3.899013364,9.009977343,83.49745905
422,Supreme Ventures PLC,8.106563285,5.386880784,5.565113278,1.028964372,1.210168867,7.413591998,6.613687764,4.601910483,9.610483905,7.641349921,3.785225942,9.692530019,5.187497781,1.436178092,7.210678188,7.40864793,3.282782269,1.343825054,5.941749003,8.829153405,5.034039239,6.354244188,3.341043847,3.078463233,4.909781243,2.921153645,2.981164788,1.430299573,5.845055413,9.165606053,7.177779046,9.353189674,62.88988311
423,NextGen Works PLC,1.820854927,9.050970042,1.374155731,6.576304037,7.805922526,8.351015199,7.860723621,8.049681847,6.394237525,6.376863183,9.774138455,2.573064891,1.524140477,2.892485601,4.513388014,2.606056067,3.052556352,6.536934069,6.246986317,6.444467319,6.409232897,3.923416988,9.477144756,1.885937941,2.354036957,4.837509053,8.527323637,3.218138827,7.047605264,9.289265644,2.942797579,3.143098643,62.25484588
424,Prime Works AG,5.449782742,8.198697304,2.335088809,4.199437094,5.12670708,2.63452571,1.35044215,3.393356056,7.557906558,8.928056445,4.700020753,6.832272862,3.360468896,6.092997446,4.741973209,1.716293326,1.103734126,8.452389572,4.614878132,6.526816642,3.946390121,1.228343392,5.770796472,9.814784623,5.193700734,9.455327989,7.209920767,2.288777535,1.895154377,5.81596102,7.384516707,4.814721048,85.73611009
425,Supreme Solutions LLC,1.51802884,4.82692154,9.879671107,8.147775981,3.603202948,4.338469073,8.53407665,9.912990734,3.838273689,1.446453175,5.002414992,3.209090163,4.924634322,6.539973609,5.222597465,9.463573306,2.173066512,2.417504933,9.541716429,5.787196272,8.028503371,7.751352532,8.481916642,3.664220964,7.111334489,4.85707454,8.827833246,6.021538673,4.425183472,5.603575283,9.415397768,1.131656853,76.06973681
426,NextGen Services AG,5.945759941,1.202223775,9.686068268,1.836915758,9.100748647,9.117461771,6.5757358,1.231926389,4.538324165,3.31356423,6.18890491,7.458052444,2.412123617,1.356017559,4.309376573,3.345997443,3.783413003,6.348985605,7.994673185,1.826653035,8.564046235,2.932782992,4.285411241,8.838026114,8.490032025,4.225308691,8.172204092,2.664508035,7.924412318,3.39110619,6.086777691,8.913894933,84.16383052
427,Dynamic Group LLP,4.973774512,3.418096234,1.044459828,6.293820403,2.045250642,8.260241677,6.070558156,6.431759259,3.132315945,5.185327008,9.850066916,7.991392305,9.528086137,4.627348821,1.905579795,8.680118478,2.051908845,6.3424949,3.568647613,5.005168154,3.912485225,8.510263691,1.901902141,1.037144392,5.12891461,4.964829833,4.118455569,1.350403366,7.362199136,9.422198484,6.502908131,2.391149363,63.47192454
428,NextGen Works Inc. Ltd.,8.989337645,5.874707932,9.566306069,5.328756009,9.603269461,9.863725625,6.621526433,6.935553835,1.872691039,3.042806855,3.174411488,7.06077756,7.90164008,6.842385683,3.78668629,8.771423054,9.872725964,2.477664677,8.597886272,9.995546707,8.54791439,4.78261234,7.063404829,1.189223265,6.342461434,5.675074899,7.969586833,1.32390846,1.361254493,5.121272505,1.620394319,8.753273311,79.93616705
429,Tech Consulting Co.,4.158235113,6.701303978,6.75207944,6.780929733,3.825700456,7.788234337,8.779899222,7.192410014,2.611284737,7.695146686,7.131538995,6.530495142,3.414584804,7.282634918,6.973609246,7.952703326,3.777693837,2.111172164,4.891567242,8.517063618,1.932189095,6.193696984,1.069836835,5.192841778,3.406102409,6.687922097,3.362106727,8.484125485,5.919348371,2.148321154,8.780292133,3.964485898,72.19668249
430,NextGen Industries Ltd.,2.053603148,3.320989169,8.811264651,1.58368235,8.995633051,4.538756809,6.282428559,2.083488209,8.177626408,9.272872279,7.443862242,9.032221846,6.317240802,6.743259123,6.992059613,2.51950246,2.17291552,9.820467487,8.458004292,9.041131488,8.539561888,8.856538574,5.277636789,3.148432155,6.813248738,8.206235208,3.957329467,6.323049383,1.794503737,4.894344232,3.569030085,4.31320231,79.84801434
431,Innovative Services Inc.,2.286925138,2.254204667,5.092658701,6.219854087,6.426485888,6.315740506,6.228553419,9.446768051,7.097912247,4.813931079,6.465919751,1.707640399,7.493042414,3.885069019,3.576018765,8.396213133,2.791740815,4.543472527,8.405992615,8.409037233,2.374753885,8.772607008,2.735217124,7.208571551,9.873747496,5.068919852,1.971151455,4.222767717,9.962707863,2.143479252,6.53546049,1.35219029,64.54398661
432,Modern Ventures Pvt. Ltd.,7.853595685,8.514372131,5.640364257,6.053361292,8.440366238,6.949128288,9.916112414,2.630649511,5.922359884,4.079193401,1.797205057,3.978232892,9.47151036,1.841681112,5.140923639,7.923255033,6.289329055,3.046795559,2.699831681,1.927375241,1.746344373,4.343676177,6.64637954,6.09007893,1.441482153,8.357328416,9.415689544,9.048052385,9.075669297,5.522785158,9.812009528,3.941909108,85.77254818
433,Global Systems Co.,6.56396257,9.859619626,5.399619222,6.04594085,9.856118469,1.706102347,7.810571504,6.604780629,5.275808856,9.653956589,7.091850482,3.234587317,8.934718143,4.844012018,2.741025052,6.370506911,1.576391715,2.5419209,7.310270182,3.047034287,6.77597864,2.880000034,9.814778858,1.697372177,8.978776036,5.803485952,3.619030271,1.631769503,1.189725944,6.051479634,6.359523405,8.995273145,90.29646831
434,Elite Industries AG,1.910104085,5.731211641,7.001778318,6.431388999,3.59564894,5.900472632,4.980644249,3.004084712,9.301908553,5.003671895,1.576852399,9.892125659,5.636730035,2.158789936,2.893348734,4.034818317,8.761907171,7.008415422,3.615786724,1.028094862,5.247436292,7.9763147,5.179626157,2.463654667,6.060542525,4.046324593,5.685602187,9.822898655,8.72784621,4.039801853,7.522385387,1.22992661,62.99582369
435,Pioneer Services AG,1.756961255,2.545113573,2.256861293,7.088211435,9.650219369,7.383887456,7.366573,3.764947753,1.65461453,5.401435604,6.365283846,4.504508017,7.971873578,9.528612927,1.207423796,3.362577438,9.653497113,6.485007676,3.67743403,3.731591124,9.171015404,4.897721832,8.357484309,4.492443431,3.268887936,6.921557453,4.521995528,6.546626112,9.274866405,1.644855528,5.007876564,4.656947257,65.03102799
436,Global Ventures Co.,7.308722183,3.450765939,1.269762309,8.244900997,4.505337054,2.505891736,4.503074245,5.918126876,3.525407319,4.164848851,7.656230595,7.593514293,6.059302784,5.276537794,9.070718949,2.097002909,3.220726786,6.791969107,3.667132692,1.977466621,4.268702765,2.728377942,5.570057683,2.670436576,9.59400739,7.459500293,9.639353085,2.651178286,4.181934003,9.491531821,1.543292592,1.282596668,83.05771349
